data_ID, Condition, Dimension, Video_ID
_kz31tzxa6, Generative, arousal, Generative_3
Timestamp,Rating
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,1
3.5,1
3.75,0
4,0
4.25,0
4.5,0
4.75,1
5,1
5.25,1
5.5,1
5.75,1
6,1
6.25,1
6.5,1
6.75,2
7,2
7.25,3
7.5,4
7.75,5
8,6
8.25,7
8.5,8
8.75,9
9,10
9.25,11
9.5,12
9.75,13
10,14
10.25,15
10.5,16
10.75,17
11,18
11.25,19
11.5,20
11.75,21
12,22
12.25,23
12.5,24
12.75,25
13,26
13.25,27
13.5,28
13.75,29
14,30
14.25,31
14.5,32
14.75,33
15,34
15.25,35
15.5,36
15.75,37
16,37
16.25,38
16.5,38
16.75,39
17,40
17.25,41
17.5,42
17.75,43
18,44
18.25,45
18.5,46
18.75,46
19,47
19.25,48
19.5,49
19.75,50
20,50
20.25,51
20.5,51
20.75,51
21,51
21.25,51
21.5,52
21.75,53
22,54
22.25,55
22.5,56
22.75,57
23,58
23.25,58
23.5,59
23.75,60
24,61
24.25,62
24.5,63
24.75,64
25,65
25.25,66
25.5,67
25.75,68
26,69
26.25,70
26.5,71
26.75,72
27,73
27.25,74
27.5,75
27.75,76
28,77
28.25,77
28.5,78
28.75,79
29,80
29.25,81
29.5,82
29.75,83
30,84
30.25,85
30.5,86
30.75,87
31,88
31.25,89
31.5,90
31.75,91
32,92
32.25,93
32.5,94
32.75,94
33,95
33.25,96
33.5,97
33.75,98
34,99
34.25,100
34.5,101
34.75,102
35,103
35.25,104
35.5,105
35.75,106
36,107
36.25,108
36.5,109
36.75,110
37,111
37.25,112
37.5,113
37.75,114
38,115
38.25,116
38.5,117
38.75,117
39,118
39.25,119
39.5,120
39.75,121
40,122
40.25,123
40.5,124
40.75,124
41,125
41.25,126
41.5,127
41.75,128
42,129
42.25,130
42.5,131
42.75,132
43,133
43.25,134
43.5,135
43.75,136
44,137
44.25,138
44.5,139
44.75,140
45,141
45.25,142
45.5,143
45.75,144
46,145
46.25,146
46.5,147
46.75,148
47,149
47.25,150
47.5,151
47.75,152
48,153
48.25,154
48.5,155
48.75,156
49,157
49.25,158
49.5,159
49.75,160
50,161
50.25,162
50.5,163
50.75,164
51,165
51.25,166
51.5,167
51.75,168
52,169
52.25,170
52.5,171
52.75,171
53,172
53.25,172
53.5,173
53.75,173
54,174
54.25,174
54.5,174
54.75,174
55,174
55.25,174
55.5,173
55.75,173
56,174
56.25,174
56.5,174
56.75,174
57,174
57.25,174
57.5,174
57.75,174
58,174
58.25,174
58.5,174
58.75,174
59,174
59.25,174
59.5,174
59.75,174
60,174
60.25,174
60.5,174
60.75,174
61,174
61.25,174
61.5,174
61.75,174
62,174
62.25,174
62.5,174
62.75,174
63,174
63.25,174
63.5,174
63.75,174
64,174
64.25,174
64.5,174
64.75,174
65,174
65.25,174
65.5,174
65.75,174
66,174
66.25,174
66.5,174
66.75,174
67,174
67.25,174
67.5,174
67.75,174
68,174
68.25,174
68.5,174
68.75,174
69,174
69.25,174
69.5,174
69.75,175
70,175
70.25,175
70.5,176
70.75,177
71,178
71.25,179
71.5,180
71.75,181
72,182
72.25,182
72.5,183
72.75,184
73,185
73.25,186
73.5,187
73.75,188
74,189
74.25,190
74.5,191
74.75,192
75,193
75.25,194
75.5,195
75.75,195
76,195
76.25,196
76.5,196
76.75,197
77,198
77.25,199
77.5,200
77.75,201
78,201
78.25,202
78.5,203
78.75,204
79,205
79.25,206
79.5,207
79.75,208
80,209
80.25,210
80.5,211
80.75,212
81,213
81.25,213
81.5,213
81.75,214
82,215
82.25,215
82.5,215
82.75,216
83,217
83.25,218
83.5,219
83.75,220
84,221
84.25,221
84.5,222
84.75,223
85,224
85.25,225
85.5,226
85.75,227
86,228
86.25,229
86.5,230
86.75,231
87,232
87.25,233
87.5,234
87.75,235
88,236
88.25,237
88.5,238
88.75,237
89,237
89.25,237
89.5,237
89.75,238
90,238
90.25,239
90.5,240
90.75,241
91,242
91.25,243
91.5,244
91.75,244
92,244
92.25,244
92.5,245
92.75,245
93,245
93.25,245
93.5,245
