Arousal,48.36066,0.9333333,0.3215686,0.3803922
0.1660156,0
0.3118668,0
0.5775986,0
0.8104019,0
1.07708,0
1.311958,0
1.57856,0
1.810738,0
2.088409,-8
2.345932,-8
2.612274,-8
2.856064,-8
3.124069,-8
3.35804,-7.953333
3.623627,-7.906667
3.856163,-7.853333
4.120743,-7.806667
4.357025,-7.753334
4.623329,-7.706667
4.856537,-7.653334
5.123657,-7.606667
5.356644,-7.553334
5.624382,-7.506667
5.859032,-7.501111
6.141441,-7.497786
6.372002,-7.462296
6.635696,-7.431243
6.869492,-7.395752
7.136803,-7.364699
7.370827,-7.329209
7.638603,-7.298156
7.873665,-7.262666
8.13755,-7.231613
8.373016,-7.196124
8.637711,-7.16507
8.871193,-7.12958
9.135216,-7.098527
9.383278,-7.063037
9.647423,-7.031984
9.885986,-6.996494
10.14617,-6.965441
10.38229,-6.929951
10.64863,-6.898898
10.8826,-6.863408
11.14906,-6.832355
11.38345,-6.796865
11.64799,-6.758317
11.88595,-6.707837
12.14857,-6.663667
12.38104,-6.631883
12.64954,-6.584346
12.89881,-6.509586
13.16245,-6.444171
13.39703,-6.369412
13.66295,-6.303997
13.89103,-6.229238
14.15725,-6.163823
14.39674,-6.089063
14.65985,-6.023648
14.89741,-6.140011
15.1608,-6.098888
15.39223,-6.074628
15.65887,-5.580369
15.89605,-5.587776
16.17101,-5.594257
16.40745,-5.601665
16.67302,-5.608147
16.90521,-5.615554
17.17304,-5.622036
17.40516,-5.629442
17.67343,-5.635923
17.9053,-5.643331
18.17262,-5.622572
18.40752,-5.575497
18.67236,-5.534307
18.90977,-5.487233
19.17099,-5.446042
19.41835,-5.398968
19.68503,-5.357778
19.9201,-5.310704
20.18333,-5.269514
20.41798,-5.222439
20.68391,-5.220181
20.9211,-5.229071
21.18095,-4.737219
21.42081,-4.747589
21.68497,-4.756663
21.91851,-4.720366
22.18588,-4.682773
22.42204,-4.639811
22.69405,-4.602218
22.9276,-4.559255
23.1942,-4.521662
23.43141,-4.478699
23.69554,-4.441106
23.92895,-4.398143
24.19736,-4.36055
24.43,-3.866476
24.69746,-3.878143
24.92912,-3.891475
25.19676,-3.903141
25.42992,-3.916475
25.69733,-3.928142
25.94328,-3.941475
26.20551,-3.953141
26.44156,-3.966474
26.71151,-3.97814
26.94208,-3.972736
27.20667,-3.95817
27.44048,-3.941523
27.70633,-3.926957
27.94098,-3.910309
28.21363,-3.895743
28.44467,-3.832535
28.70715,-3.777227
28.94563,-3.714017
29.20849,-3.65871
29.45262,-3.5955
29.7196,-3.540191
29.95771,-3.476983
30.22295,-3.421675
30.45293,-3.77069
30.71905,-3.741615
30.95279,-3.708384
31.22395,-3.703878
31.4555,-3.718693
31.72038,-3.731656
31.95394,-3.74647
32.22024,-3.759433
32.45274,-3.774247
32.73273,-3.78721
32.96593,-3.802025
33.2289,-3.788321
33.46606,-3.749802
33.73344,-3.692765
33.97024,-3.627579
34.23013,-3.570542
34.46793,-3.505357
34.72939,-3.44832
34.9659,-3.383135
35.23072,-3.326098
35.46696,-3.260911
35.72992,-2.45554
35.98289,-2.4748
36.24973,-2.491652
36.48197,-2.510911
36.74928,-2.527763
36.98019,-2.54702
37.24844,-2.563872
37.48096,-2.583132
37.74815,-2.599983
37.98007,-2.619242
38.25044,-2.636095
38.48224,-2.655352
38.75027,-2.672204
38.98321,-2.691463
39.26021,-2.708315
39.49274,-2.727574
39.76015,-2.744426
39.99149,-2.750567
40.26254,-2.754303
40.49001,-2.758572
40.75942,-2.762308
40.99387,-2.766576
41.25874,-2.770313
41.49321,-2.77458
41.75922,-2.778316
41.9911,-2.782585
42.26003,-2.781236
42.50466,-2.744826
42.77043,-2.712969
43.00266,-2.676557
43.27518,-2.644699
43.50406,-2.60829
43.77161,-2.576432
44.00484,-2.540022
44.27585,-2.508164
44.50415,-2.471753
44.77551,-2.439895
45.00533,-2.403486
45.27641,-2.678922
45.5045,-2.163513
45.77474,-2.181271
46.01681,-2.156825
46.29044,-2.129603
46.51999,-2.098492
46.78626,-2.07127
47.01672,-2.040158
47.2812,-2.012936
47.51465,-1.981824
47.78223,-1.954601
48.01847,-1.92349
48.28361,-1.896268
48.51601,-1.414045
48.78379,-1.436082
49.01613,-1.461266
49.29785,-1.483302
49.53016,-1.508488
49.79462,-1.530525
50.03273,-1.555709
50.29701,-1.577747
50.52715,-1.60293
50.79315,-1.624967
51.02956,-1.650153
